04/10/14|04/09/14||PDT|-1|Y|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|22|Good|No||Olympic Region Clean Air Agency
04/10/14|04/10/14|19:00|PDT|0|O|Y|Aberdeen|WA|46.9725|-123.8317|PM2.5|10|Good|No||Olympic Region Clean Air Agency
04/10/14|04/09/14||EDT|-1|Y|Y|Acadia National Park|ME|44.3771|-68.2609|OZONE|42|Good|No||Maine Dept. of Environmental Protection
04/10/14|04/09/14||EDT|-1|Y|N|Acadia National Park|ME|44.3771|-68.2609|PM2.5|27|Good|No||Maine Dept. of Environmental Protection
04/10/14|04/10/14|22:00|EDT|0|O|Y|Acadia National Park|ME|44.3771|-68.2609|OZONE|40|Good|No||Maine Dept. of Environmental Protection
04/10/14|04/10/14|22:00|EDT|0|O|N|Acadia National Park|ME|44.3771|-68.2609|PM2.5|0|Good|No||Maine Dept. of Environmental Protection
04/07/14|04/10/14||EDT|3|F|Y|Acadia National Park|ME|44.3771|-68.2609|OZONE||Good|No||Maine Dept. of Environmental Protection
04/07/14|04/10/14||EDT|3|F|N|Acadia National Park|ME|44.3771|-68.2609|PM2.5||Good|No||Maine Dept. of Environmental Protection
04/07/14|04/11/14||EDT|4|F|Y|Acadia National Park|ME|44.3771|-68.2609|OZONE||Good|No||Maine Dept. of Environmental Protection
04/07/14|04/11/14||EDT|4|F|N|Acadia National Park|ME|44.3771|-68.2609|PM2.5||Good|No||Maine Dept. of Environmental Protection
04/07/14|04/12/14||EDT|5|F|Y|Acadia National Park|ME|44.3771|-68.2609|OZONE||Good|No||Maine Dept. of Environmental Protection
04/07/14|04/12/14||EDT|5|F|N|Acadia National Park|ME|44.3771|-68.2609|PM2.5||Good|No||Maine Dept. of Environmental Protection
04/10/14|04/10/14||EDT|0|F|Y|Adams - Mt. Greylock|MA|42.6367|-73.1686|PM2.5||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/10/14||EDT|0|F|N|Adams - Mt. Greylock|MA|42.6367|-73.1686|OZONE||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/11/14||EDT|1|F|Y|Adams - Mt. Greylock|MA|42.6367|-73.1686|PM2.5||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/11/14||EDT|1|F|N|Adams - Mt. Greylock|MA|42.6367|-73.1686|OZONE||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/09/14||EDT|-1|Y|Y|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|OZONE|45|Good|No||South Carolina DHEC
04/10/14|04/09/14||EDT|-1|Y|N|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|PM2.5|38|Good|No||South Carolina DHEC
04/10/14|04/10/14|22:00|EDT|0|O|Y|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|PM2.5|43|Good|No||South Carolina DHEC
04/10/14|04/10/14|22:00|EDT|0|O|N|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|OZONE|42|Good|No||South Carolina DHEC
04/10/14|04/10/14||EDT|0|F|Y|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|OZONE|46|Good|No|On this Thursday, a light, generally south westerly flow in the early afternoon kept ozone in the upper green category. Sunny skies, typical temperatures, and transport of precursors will help continue the production of ozone on Friday. Relative humidity will gradually increase throughout the day and help to create partly cloudy conditions, and in turn, slow the production to make for an overall similar scenario to Thursday, but with slightly higher concentrations of ozone into the late afternoon. Ozone readings may be threshold YELLOW in the Upstate and Midlands and CODE GREEN for all other zones.|South Carolina DHEC
04/10/14|04/11/14||EDT|1|F|Y|Aiken-Augusta - SC/GA|SC|33.3700|-81.9700|OZONE|47|Good|No|On this Thursday, a light, generally south westerly flow in the early afternoon kept ozone in the upper green category. Sunny skies, typical temperatures, and transport of precursors will help continue the production of ozone on Friday. Relative humidity will gradually increase throughout the day and help to create partly cloudy conditions, and in turn, slow the production to make for an overall similar scenario to Thursday, but with slightly higher concentrations of ozone into the late afternoon. Ozone readings may be threshold YELLOW in the Upstate and Midlands and CODE GREEN for all other zones.|South Carolina DHEC
04/10/14|04/09/14||EDT|-1|Y|Y|Albany|NY|42.6810|-73.7580|OZONE|42|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/09/14||EDT|-1|Y|N|Albany|NY|42.6810|-73.7580|PM2.5|38|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/10/14|22:00|EDT|0|O|Y|Albany|NY|42.6810|-73.7580|PM2.5|49|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/10/14|22:00|EDT|0|O|N|Albany|NY|42.6810|-73.7580|OZONE|42|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/10/14||EDT|0|F|Y|Albany|NY|42.6810|-73.7580|PM2.5|30|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/11/14||EDT|1|F|Y|Albany|NY|42.6810|-73.7580|PM2.5|30|Good|No||New York Dept. of Environmental Conservation
04/10/14|04/09/14||MDT|-1|Y|Y|Albuquerque|NM|35.0833|-106.6511|OZONE|42|Good|No||Albuquerque Environmental Health Department
04/10/14|04/09/14||MDT|-1|Y|N|Albuquerque|NM|35.0833|-106.6511|PM2.5|23|Good|No||Albuquerque Environmental Health Department
04/10/14|04/09/14||MDT|-1|Y|N|Albuquerque|NM|35.0833|-106.6511|PM10|34|Good|No||Albuquerque Environmental Health Department
04/10/14|04/10/14|20:00|MDT|0|O|Y|Albuquerque|NM|35.0833|-106.6511|OZONE|38|Good|No||Albuquerque Environmental Health Department
04/10/14|04/10/14|20:00|MDT|0|O|N|Albuquerque|NM|35.0833|-106.6511|PM2.5|18|Good|No||Albuquerque Environmental Health Department
04/08/14|04/10/14||MDT|2|F|Y|Albuquerque|NM|35.0833|-106.6511|PM2.5||Good|No||Albuquerque Environmental Health Department
04/08/14|04/10/14||MDT|2|F|N|Albuquerque|NM|35.0833|-106.6511|OZONE||Good|No||Albuquerque Environmental Health Department
04/08/14|04/11/14||MDT|3|F|Y|Albuquerque|NM|35.0833|-106.6511|PM2.5||Good|No||Albuquerque Environmental Health Department
04/08/14|04/11/14||MDT|3|F|N|Albuquerque|NM|35.0833|-106.6511|OZONE||Good|No||Albuquerque Environmental Health Department
04/08/14|04/12/14||MDT|4|F|Y|Albuquerque|NM|35.0833|-106.6511|PM2.5||Good|No||Albuquerque Environmental Health Department
04/08/14|04/12/14||MDT|4|F|N|Albuquerque|NM|35.0833|-106.6511|OZONE||Good|No||Albuquerque Environmental Health Department
04/08/14|04/13/14||MDT|5|F|Y|Albuquerque|NM|35.0833|-106.6511|PM2.5||Good|No||Albuquerque Environmental Health Department
04/08/14|04/13/14||MDT|5|F|N|Albuquerque|NM|35.0833|-106.6511|OZONE||Good|No||Albuquerque Environmental Health Department
04/10/14|04/09/14||CDT|-1|Y|Y|Alexandria|LA|31.3101|-92.4401|PM2.5|31|Good|No||Louisiana Department of Environmental Quality
04/10/14|04/10/14|21:00|CDT|0|O|Y|Alexandria|LA|31.3101|-92.4401|PM2.5|25|Good|No||Louisiana Department of Environmental Quality
04/10/14|04/10/14||CDT|0|F|Y|Alexandria|LA|31.3101|-92.4401|PM2.5|53|Moderate|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/10/14||CDT|0|F|N|Alexandria|LA|31.3101|-92.4401|OZONE|51|Moderate|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/11/14||CDT|1|F|Y|Alexandria|LA|31.3101|-92.4401|OZONE|51|Moderate|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/11/14||CDT|1|F|N|Alexandria|LA|31.3101|-92.4401|PM2.5|46|Good|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/12/14||CDT|2|F|Y|Alexandria|LA|31.3101|-92.4401|OZONE|51|Moderate|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/12/14||CDT|2|F|N|Alexandria|LA|31.3101|-92.4401|PM2.5|46|Good|No|Thursday, light winds through the morning will limit pollutant dispersion, and mostly sunny skies will aid ozone formation.  Therefore, despite moderate southerly winds dispersing some pollutants during the afternoon, AQI levels will be Moderate statewide.  Friday and Saturday, moderate southerly winds will persist in Louisiana, dispersing pollutants.  However, mostly sunny skies will enhance ozone formation, leading to low-Moderate AQI levels statewide on both days.|Louisiana Department of Environmental Quality
04/10/14|04/09/14||EDT|-1|Y|Y|Altoona|PA|40.5187|-78.3947|PM2.5|43|Good|No||Pennsylvania Dept. of Environmental Protection
04/10/14|04/09/14||EDT|-1|Y|N|Altoona|PA|40.5187|-78.3947|OZONE|42|Good|No||Pennsylvania Dept. of Environmental Protection
04/10/14|04/10/14|22:00|EDT|0|O|Y|Altoona|PA|40.5187|-78.3947|OZONE|38|Good|No||Pennsylvania Dept. of Environmental Protection
04/10/14|04/10/14|22:00|EDT|0|O|N|Altoona|PA|40.5187|-78.3947|PM2.5|32|Good|No||Pennsylvania Dept. of Environmental Protection
04/10/14|04/10/14||EDT|0|F|Y|Amherst|MA|42.4003|-72.5236|PM2.5||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/10/14||EDT|0|F|N|Amherst|MA|42.4003|-72.5236|OZONE||Good|No||Massachusetts Dept. of Environmental Protection
04/10/14|04/11/14||EDT|1|F|Y|Amherst|MA|42.4003|-72.5236|PM2.5||Good|No||Massachusetts Dept. of Environmental Protection
